year,state,type_of_crime,is_high_impact,total
2024,Michoacán de Ocampo,Otros Delitos,0,20150
2024,Michoacán de Ocampo,Otros Delitos Contra el Patrimonio,0,15865
2024,Michoacán de Ocampo,Robo con violencia,1,4758
2024,Michoacán de Ocampo,Homicidio,1,2519
2024,Michoacán de Ocampo,Narcomenudeo,1,1781
2024,Michoacán de Ocampo,Violencia familiar,1,1456
2024,Michoacán de Ocampo,Delitos Sexuales,0,1362
2024,Michoacán de Ocampo,Extorsión,1,295
2024,Michoacán de Ocampo,Secuestro,1,29
2024,Michoacán de Ocampo,Feminicidio,1,14
2024,Morelos,Otros Delitos Contra el Patrimonio,0,18019
2024,Morelos,Otros Delitos,0,14053
2024,Morelos,Violencia familiar,1,5759
2024,Morelos,Robo con violencia,1,4646
2024,Morelos,Homicidio,1,1627
2024,Morelos,Delitos Sexuales,0,1148
2024,Morelos,Narcomenudeo,1,493
2024,Morelos,Extorsión,1,322
2024,Morelos,Feminicidio,1,50
2024,Morelos,Secuestro,1,7
2024,México,Otros Delitos,0,149742
2024,México,Otros Delitos Contra el Patrimonio,0,109628
2024,México,Robo con violencia,1,59275
2024,México,Violencia familiar,1,27976
2024,México,Delitos Sexuales,0,11687
2024,México,Homicidio,1,3562
2024,México,Extorsión,1,3439
2024,México,Narcomenudeo,1,2489
2024,México,Feminicidio,1,73
2024,México,Secuestro,1,51
2024,Nayarit,Otros Delitos,0,4768
2024,Nayarit,Otros Delitos Contra el Patrimonio,0,3012
2024,Nayarit,Violencia familiar,1,2513
2024,Nayarit,Delitos Sexuales,0,713
2024,Nayarit,Narcomenudeo,1,615
2024,Nayarit,Homicidio,1,386
2024,Nayarit,Robo con violencia,1,219
2024,Nayarit,Extorsión,1,15
2024,Nayarit,Feminicidio,1,11
2024,Nayarit,Secuestro,1,2
2024,Nuevo León,Otros Delitos,0,31359
2024,Nuevo León,Otros Delitos Contra el Patrimonio,0,22197
2024,Nuevo León,Violencia familiar,1,19184
2024,Nuevo León,Narcomenudeo,1,8158
2024,Nuevo León,Delitos Sexuales,0,3878
2024,Nuevo León,Robo con violencia,1,2349
2024,Nuevo León,Homicidio,1,2111
2024,Nuevo León,Extorsión,1,866
2024,Nuevo León,Feminicidio,1,60
2024,Nuevo León,Secuestro,1,25
2024,Oaxaca,Otros Delitos,0,13942
2024,Oaxaca,Otros Delitos Contra el Patrimonio,0,11109
2024,Oaxaca,Violencia familiar,1,5694
2024,Oaxaca,Homicidio,1,2203
2024,Oaxaca,Robo con violencia,1,2123
2024,Oaxaca,Delitos Sexuales,0,1517
2024,Oaxaca,Narcomenudeo,1,529
2024,Oaxaca,Extorsión,1,132
2024,Oaxaca,Feminicidio,1,20
2024,Oaxaca,Secuestro,1,19
2024,Puebla,Otros Delitos Contra el Patrimonio,0,29115
2024,Puebla,Otros Delitos,0,20070
2024,Puebla,Robo con violencia,1,14339
2024,Puebla,Violencia familiar,1,10461
2024,Puebla,Delitos Sexuales,0,2245
2024,Puebla,Homicidio,1,1847
2024,Puebla,Narcomenudeo,1,1736
2024,Puebla,Extorsión,1,129
2024,Puebla,Feminicidio,1,42
2024,Puebla,Secuestro,1,21
2024,Querétaro,Otros Delitos Contra el Patrimonio,0,27157
2024,Querétaro,Otros Delitos,0,19295
2024,Querétaro,Violencia familiar,1,5562
2024,Querétaro,Robo con violencia,1,2611
2024,Querétaro,Delitos Sexuales,0,2266
2024,Querétaro,Narcomenudeo,1,1685
2024,Querétaro,Homicidio,1,548
2024,Querétaro,Extorsión,1,236
2024,Querétaro,Secuestro,1,7
2024,Querétaro,Feminicidio,1,4
2024,Quintana Roo,Otros Delitos Contra el Patrimonio,0,21816
2024,Quintana Roo,Otros Delitos,0,15941
2024,Quintana Roo,Violencia familiar,1,7195
2024,Quintana Roo,Narcomenudeo,1,2476
2024,Quintana Roo,Robo con violencia,1,2376
2024,Quintana Roo,Delitos Sexuales,0,2139
2024,Quintana Roo,Homicidio,1,1487
2024,Quintana Roo,Extorsión,1,175
2024,Quintana Roo,Feminicidio,1,12
2024,Quintana Roo,Secuestro,1,11
2024,San Luis Potosí,Otros Delitos Contra el Patrimonio,0,20116
2024,San Luis Potosí,Otros Delitos,0,14705
2024,San Luis Potosí,Violencia familiar,1,9562
2024,San Luis Potosí,Narcomenudeo,1,7426
2024,San Luis Potosí,Robo con violencia,1,4427
2024,San Luis Potosí,Delitos Sexuales,0,1663
2024,San Luis Potosí,Homicidio,1,696
2024,San Luis Potosí,Extorsión,1,128
2024,San Luis Potosí,Feminicidio,1,13
2024,San Luis Potosí,Secuestro,1,4
2024,Sinaloa,Otros Delitos,0,10342
2024,Sinaloa,Otros Delitos Contra el Patrimonio,0,9663
2024,Sinaloa,Violencia familiar,1,7336
2024,Sinaloa,Robo con violencia,1,4237
2024,Sinaloa,Homicidio,1,1419
2024,Sinaloa,Delitos Sexuales,0,1161
2024,Sinaloa,Narcomenudeo,1,209
2024,Sinaloa,Extorsión,1,89
2024,Sinaloa,Feminicidio,1,26
2024,Sinaloa,Secuestro,1,7
2024,Sonora,Otros Delitos,0,11021
2024,Sonora,Violencia familiar,1,8366
2024,Sonora,Otros Delitos Contra el Patrimonio,0,7242
2024,Sonora,Narcomenudeo,1,3999
2024,Sonora,Robo con violencia,1,2985
2024,Sonora,Homicidio,1,1423
2024,Sonora,Delitos Sexuales,0,1187
2024,Sonora,Extorsión,1,64
2024,Sonora,Secuestro,1,27
2024,Sonora,Feminicidio,1,25
2024,Tabasco,Otros Delitos,0,20257
2024,Tabasco,Otros Delitos Contra el Patrimonio,0,11065
2024,Tabasco,Violencia familiar,1,7288
2024,Tabasco,Robo con violencia,1,3495
2024,Tabasco,Homicidio,1,1180
2024,Tabasco,Delitos Sexuales,0,728
2024,Tabasco,Narcomenudeo,1,330
2024,Tabasco,Extorsión,1,144
2024,Tabasco,Secuestro,1,36
2024,Tabasco,Feminicidio,1,28
2024,Tamaulipas,Otros Delitos Contra el Patrimonio,0,13465
2024,Tamaulipas,Otros Delitos,0,12367
2024,Tamaulipas,Violencia familiar,1,8331
2024,Tamaulipas,Robo con violencia,1,3155
2024,Tamaulipas,Delitos Sexuales,0,1468
2024,Tamaulipas,Homicidio,1,1018
2024,Tamaulipas,Narcomenudeo,1,231
2024,Tamaulipas,Extorsión,1,103
2024,Tamaulipas,Feminicidio,1,26
2024,Tamaulipas,Secuestro,1,19
2024,Tlaxcala,Otros Delitos Contra el Patrimonio,0,1619
2024,Tlaxcala,Robo con violencia,1,1130
2024,Tlaxcala,Otros Delitos,0,356
2024,Tlaxcala,Homicidio,1,158
2024,Tlaxcala,Narcomenudeo,1,73
2024,Tlaxcala,Delitos Sexuales,0,40
2024,Tlaxcala,Violencia familiar,1,28
2024,Tlaxcala,Feminicidio,1,13
2024,Tlaxcala,Secuestro,1,12
2024,Tlaxcala,Extorsión,1,1
2024,Veracruz de Ignacio de la Llave,Otros Delitos,0,30832
2024,Veracruz de Ignacio de la Llave,Otros Delitos Contra el Patrimonio,0,26234
2024,Veracruz de Ignacio de la Llave,Violencia familiar,1,11321
2024,Veracruz de Ignacio de la Llave,Robo con violencia,1,5304
2024,Veracruz de Ignacio de la Llave,Narcomenudeo,1,2539
2024,Veracruz de Ignacio de la Llave,Delitos Sexuales,0,2187
2024,Veracruz de Ignacio de la Llave,Homicidio,1,1767
2024,Veracruz de Ignacio de la Llave,Extorsión,1,938
2024,Veracruz de Ignacio de la Llave,Feminicidio,1,53
2024,Veracruz de Ignacio de la Llave,Secuestro,1,28
2024,Yucatán,Otros Delitos,0,1589
2024,Yucatán,Otros Delitos Contra el Patrimonio,0,1389
2024,Yucatán,Narcomenudeo,1,462
2024,Yucatán,Violencia familiar,1,301
2024,Yucatán,Homicidio,1,201
2024,Yucatán,Delitos Sexuales,0,177
2024,Yucatán,Robo con violencia,1,20
2024,Yucatán,Feminicidio,1,7
2024,Yucatán,Extorsión,1,1
2024,Yucatán,Secuestro,1,0
2024,Zacatecas,Otros Delitos,0,9267
2024,Zacatecas,Otros Delitos Contra el Patrimonio,0,9063
2024,Zacatecas,Violencia familiar,1,3624
2024,Zacatecas,Robo con violencia,1,1658
2024,Zacatecas,Delitos Sexuales,0,823
2024,Zacatecas,Homicidio,1,792
2024,Zacatecas,Narcomenudeo,1,409
2024,Zacatecas,Extorsión,1,62
2024,Zacatecas,Secuestro,1,9
2024,Zacatecas,Feminicidio,1,8
2025,Aguascalientes,Otros Delitos Contra el Patrimonio,0,14846
2025,Aguascalientes,Otros Delitos,0,12124
2025,Aguascalientes,Violencia familiar,1,2339
2025,Aguascalientes,Narcomenudeo,1,2260
2025,Aguascalientes,Robo con violencia,1,994
2025,Aguascalientes,Delitos Sexuales,0,446
2025,Aguascalientes,Homicidio,1,190
2025,Aguascalientes,Extorsión,1,71
2025,Aguascalientes,Feminicidio,1,3
2025,Aguascalientes,Secuestro,1,0
2025,Baja California,Otros Delitos,0,24053
2025,Baja California,Otros Delitos Contra el Patrimonio,0,23545
2025,Baja California,Violencia familiar,1,13065
2025,Baja California,Narcomenudeo,1,7408
2025,Baja California,Robo con violencia,1,3569
2025,Baja California,Delitos Sexuales,0,3408
2025,Baja California,Homicidio,1,1665
2025,Baja California,Extorsión,1,81
2025,Baja California,Feminicidio,1,27
2025,Baja California,Secuestro,1,3
2025,Baja California Sur,Otros Delitos Contra el Patrimonio,0,8239
2025,Baja California Sur,Otros Delitos,0,7727
2025,Baja California Sur,Violencia familiar,1,2781
2025,Baja California Sur,Narcomenudeo,1,922
2025,Baja California Sur,Delitos Sexuales,0,724
2025,Baja California Sur,Robo con violencia,1,322
2025,Baja California Sur,Homicidio,1,192
2025,Baja California Sur,Extorsión,1,111
2025,Baja California Sur,Feminicidio,1,5
2025,Baja California Sur,Secuestro,1,1
2025,Campeche,Otros Delitos,0,1982
2025,Campeche,Otros Delitos Contra el Patrimonio,0,1373
2025,Campeche,Violencia familiar,1,455
2025,Campeche,Delitos Sexuales,0,360
2025,Campeche,Narcomenudeo,1,331
2025,Campeche,Homicidio,1,157
2025,Campeche,Robo con violencia,1,138
2025,Campeche,Extorsión,1,19
2025,Campeche,Feminicidio,1,9
2025,Campeche,Secuestro,1,1
2025,Chiapas,Otros Delitos,0,3618
2025,Chiapas,Otros Delitos Contra el Patrimonio,0,2329
2025,Chiapas,Narcomenudeo,1,1293
2025,Chiapas,Homicidio,1,931
2025,Chiapas,Violencia familiar,1,693
2025,Chiapas,Robo con violencia,1,414
2025,Chiapas,Delitos Sexuales,0,412
2025,Chiapas,Extorsión,1,80
2025,Chiapas,Feminicidio,1,23
2025,Chiapas,Secuestro,1,10
2025,Chihuahua,Otros Delitos Contra el Patrimonio,0,25018
2025,Chihuahua,Otros Delitos,0,16552
2025,Chihuahua,Violencia familiar,1,12146
2025,Chihuahua,Delitos Sexuales,0,3309
2025,Chihuahua,Narcomenudeo,1,3128
2025,Chihuahua,Homicidio,1,1515
2025,Chihuahua,Robo con violencia,1,1051
2025,Chihuahua,Secuestro,1,58
2025,Chihuahua,Feminicidio,1,40
2025,Chihuahua,Extorsión,1,10
2025,Ciudad de México,Otros Delitos Contra el Patrimonio,0,80256
2025,Ciudad de México,Otros Delitos,0,44026
2025,Ciudad de México,Violencia familiar,1,28718
2025,Ciudad de México,Robo con violencia,1,9723
2025,Ciudad de México,Delitos Sexuales,0,6365
2025,Ciudad de México,Narcomenudeo,1,5266
2025,Ciudad de México,Extorsión,1,1400
2025,Ciudad de México,Homicidio,1,1243
2025,Ciudad de México,Feminicidio,1,40
2025,Ciudad de México,Secuestro,1,25
2025,Coahuila de Zaragoza,Otros Delitos,0,21981
2025,Coahuila de Zaragoza,Otros Delitos Contra el Patrimonio,0,16943
2025,Coahuila de Zaragoza,Violencia familiar,1,12634
2025,Coahuila de Zaragoza,Narcomenudeo,1,4601
2025,Coahuila de Zaragoza,Delitos Sexuales,0,1617
2025,Coahuila de Zaragoza,Robo con violencia,1,462
2025,Coahuila de Zaragoza,Homicidio,1,257
2025,Coahuila de Zaragoza,Extorsión,1,60
2025,Coahuila de Zaragoza,Feminicidio,1,8
2025,Coahuila de Zaragoza,Secuestro,1,0
2025,Colima,Otros Delitos Contra el Patrimonio,0,8161
2025,Colima,Otros Delitos,0,7331
2025,Colima,Violencia familiar,1,3541
2025,Colima,Narcomenudeo,1,1904
2025,Colima,Homicidio,1,577
2025,Colima,Delitos Sexuales,0,559
2025,Colima,Extorsión,1,113
2025,Colima,Robo con violencia,1,96
2025,Colima,Feminicidio,1,3
2025,Colima,Secuestro,1,1
2025,Durango,Otros Delitos Contra el Patrimonio,0,4908
2025,Durango,Otros Delitos,0,4634
2025,Durango,Violencia familiar,1,4207
2025,Durango,Narcomenudeo,1,828
2025,Durango,Delitos Sexuales,0,722
2025,Durango,Homicidio,1,219
2025,Durango,Robo con violencia,1,218
2025,Durango,Extorsión,1,16
2025,Durango,Feminicidio,1,6
2025,Durango,Secuestro,1,0
2025,Guanajuato,Otros Delitos,0,53405
2025,Guanajuato,Otros Delitos Contra el Patrimonio,0,41272
2025,Guanajuato,Narcomenudeo,1,18977
2025,Guanajuato,Violencia familiar,1,14226
2025,Guanajuato,Robo con violencia,1,7923
2025,Guanajuato,Homicidio,1,2800
2025,Guanajuato,Delitos Sexuales,0,2775
2025,Guanajuato,Extorsión,1,1060
2025,Guanajuato,Feminicidio,1,11
2025,Guanajuato,Secuestro,1,10
2025,Guerrero,Otros Delitos,0,8430
2025,Guerrero,Otros Delitos Contra el Patrimonio,0,6165
2025,Guerrero,Violencia familiar,1,2208
2025,Guerrero,Robo con violencia,1,1698
2025,Guerrero,Homicidio,1,1243
2025,Guerrero,Delitos Sexuales,0,808
2025,Guerrero,Narcomenudeo,1,702
2025,Guerrero,Extorsión,1,100
2025,Guerrero,Feminicidio,1,14
2025,Guerrero,Secuestro,1,5
2025,Hidalgo,Otros Delitos,0,21506
2025,Hidalgo,Otros Delitos Contra el Patrimonio,0,14484
2025,Hidalgo,Violencia familiar,1,6442
2025,Hidalgo,Robo con violencia,1,2931
2025,Hidalgo,Delitos Sexuales,0,1629
2025,Hidalgo,Narcomenudeo,1,711
2025,Hidalgo,Homicidio,1,358
2025,Hidalgo,Extorsión,1,169
2025,Hidalgo,Feminicidio,1,14
2025,Hidalgo,Secuestro,1,5
2025,Jalisco,Otros Delitos,0,35202
2025,Jalisco,Otros Delitos Contra el Patrimonio,0,32446
2025,Jalisco,Violencia familiar,1,10511
2025,Jalisco,Robo con violencia,1,9205
2025,Jalisco,Delitos Sexuales,0,5383
2025,Jalisco,Narcomenudeo,1,2040
2025,Jalisco,Homicidio,1,1674
2025,Jalisco,Extorsión,1,372
2025,Jalisco,Feminicidio,1,30
2025,Jalisco,Secuestro,1,12
2025,Michoacán de Ocampo,Otros Delitos,0,16574
2025,Michoacán de Ocampo,Otros Delitos Contra el Patrimonio,0,12845
2025,Michoacán de Ocampo,Robo con violencia,1,4007
2025,Michoacán de Ocampo,Homicidio,1,1965
2025,Michoacán de Ocampo,Narcomenudeo,1,1715
2025,Michoacán de Ocampo,Violencia familiar,1,1445
2025,Michoacán de Ocampo,Delitos Sexuales,0,1244
2025,Michoacán de Ocampo,Extorsión,1,238
2025,Michoacán de Ocampo,Secuestro,1,36
2025,Michoacán de Ocampo,Feminicidio,1,20
2025,Morelos,Otros Delitos Contra el Patrimonio,0,13774
2025,Morelos,Otros Delitos,0,12103
2025,Morelos,Violencia familiar,1,4833
2025,Morelos,Robo con violencia,1,3941
2025,Morelos,Homicidio,1,1151
2025,Morelos,Delitos Sexuales,0,1022
2025,Morelos,Narcomenudeo,1,878
2025,Morelos,Extorsión,1,339
2025,Morelos,Feminicidio,1,32
2025,Morelos,Secuestro,1,20
2025,México,Otros Delitos,0,141915
2025,México,Otros Delitos Contra el Patrimonio,0,80078
2025,México,Robo con violencia,1,40176
2025,México,Violencia familiar,1,21873
2025,México,Delitos Sexuales,0,9130
2025,México,Narcomenudeo,1,3036
2025,México,Homicidio,1,2347
2025,México,Extorsión,1,1927
2025,México,Feminicidio,1,47
2025,México,Secuestro,1,29
2025,Nayarit,Otros Delitos,0,3936
2025,Nayarit,Otros Delitos Contra el Patrimonio,0,2208
2025,Nayarit,Violencia familiar,1,1744
2025,Nayarit,Delitos Sexuales,0,522
2025,Nayarit,Narcomenudeo,1,516
2025,Nayarit,Homicidio,1,354
2025,Nayarit,Robo con violencia,1,172
2025,Nayarit,Extorsión,1,37
2025,Nayarit,Feminicidio,1,10
2025,Nayarit,Secuestro,1,6
2025,Nuevo León,Otros Delitos,0,22104
2025,Nuevo León,Violencia familiar,1,16378
2025,Nuevo León,Otros Delitos Contra el Patrimonio,0,12463
2025,Nuevo León,Narcomenudeo,1,6992
2025,Nuevo León,Delitos Sexuales,0,3280
2025,Nuevo León,Robo con violencia,1,1730
2025,Nuevo León,Homicidio,1,1089
2025,Nuevo León,Extorsión,1,806
2025,Nuevo León,Secuestro,1,13
2025,Nuevo León,Feminicidio,1,12
2025,Oaxaca,Otros Delitos,0,10087
2025,Oaxaca,Otros Delitos Contra el Patrimonio,0,6850
2025,Oaxaca,Violencia familiar,1,3257
2025,Oaxaca,Homicidio,1,1439
2025,Oaxaca,Robo con violencia,1,1362
2025,Oaxaca,Delitos Sexuales,0,1158
2025,Oaxaca,Narcomenudeo,1,613
2025,Oaxaca,Extorsión,1,64
2025,Oaxaca,Secuestro,1,16
2025,Oaxaca,Feminicidio,1,14
2025,Puebla,Otros Delitos Contra el Patrimonio,0,27737
2025,Puebla,Otros Delitos,0,16928
2025,Puebla,Robo con violencia,1,10609
2025,Puebla,Violencia familiar,1,8810
2025,Puebla,Delitos Sexuales,0,1891
2025,Puebla,Homicidio,1,1359
2025,Puebla,Narcomenudeo,1,1309
2025,Puebla,Extorsión,1,207
2025,Puebla,Feminicidio,1,22
2025,Puebla,Secuestro,1,19
2025,Querétaro,Otros Delitos Contra el Patrimonio,0,21371
2025,Querétaro,Otros Delitos,0,16169
2025,Querétaro,Violencia familiar,1,4127
2025,Querétaro,Narcomenudeo,1,2033
2025,Querétaro,Delitos Sexuales,0,1822
2025,Querétaro,Robo con violencia,1,1512
2025,Querétaro,Homicidio,1,398
2025,Querétaro,Extorsión,1,227
2025,Querétaro,Feminicidio,1,11
2025,Querétaro,Secuestro,1,0
2025,Quintana Roo,Otros Delitos Contra el Patrimonio,0,18477
2025,Quintana Roo,Otros Delitos,0,15157
2025,Quintana Roo,Violencia familiar,1,6268
2025,Quintana Roo,Narcomenudeo,1,2288
2025,Quintana Roo,Delitos Sexuales,0,1762
2025,Quintana Roo,Robo con violencia,1,1651
2025,Quintana Roo,Homicidio,1,1045
2025,Quintana Roo,Extorsión,1,182
2025,Quintana Roo,Feminicidio,1,14
2025,Quintana Roo,Secuestro,1,0
2025,San Luis Potosí,Otros Delitos Contra el Patrimonio,0,14561
2025,San Luis Potosí,Otros Delitos,0,12214
2025,San Luis Potosí,Narcomenudeo,1,10386
2025,San Luis Potosí,Violencia familiar,1,8438
2025,San Luis Potosí,Robo con violencia,1,2707
2025,San Luis Potosí,Delitos Sexuales,0,1389
2025,San Luis Potosí,Homicidio,1,428
2025,San Luis Potosí,Extorsión,1,141
2025,San Luis Potosí,Feminicidio,1,5
2025,San Luis Potosí,Secuestro,1,3
2025,Sinaloa,Otros Delitos,0,10154
2025,Sinaloa,Otros Delitos Contra el Patrimonio,0,7919
2025,Sinaloa,Robo con violencia,1,6228
2025,Sinaloa,Violencia familiar,1,5773
2025,Sinaloa,Homicidio,1,1619
2025,Sinaloa,Delitos Sexuales,0,933
2025,Sinaloa,Narcomenudeo,1,314
2025,Sinaloa,Extorsión,1,88
2025,Sinaloa,Feminicidio,1,48
2025,Sinaloa,Secuestro,1,10
2025,Sonora,Otros Delitos,0,9186
2025,Sonora,Otros Delitos Contra el Patrimonio,0,6282
2025,Sonora,Violencia familiar,1,4593
2025,Sonora,Narcomenudeo,1,4522
2025,Sonora,Robo con violencia,1,1935
2025,Sonora,Homicidio,1,1000
2025,Sonora,Delitos Sexuales,0,862
2025,Sonora,Extorsión,1,55
2025,Sonora,Secuestro,1,30
2025,Sonora,Feminicidio,1,20
2025,Tabasco,Otros Delitos,0,19357
2025,Tabasco,Otros Delitos Contra el Patrimonio,0,8218
2025,Tabasco,Violencia familiar,1,5993
2025,Tabasco,Robo con violencia,1,2272
2025,Tabasco,Homicidio,1,880
2025,Tabasco,Narcomenudeo,1,831
2025,Tabasco,Delitos Sexuales,0,584
2025,Tabasco,Extorsión,1,154
2025,Tabasco,Secuestro,1,32
2025,Tabasco,Feminicidio,1,23
2025,Tamaulipas,Otros Delitos Contra el Patrimonio,0,11427
2025,Tamaulipas,Otros Delitos,0,11197
2025,Tamaulipas,Violencia familiar,1,6973
2025,Tamaulipas,Robo con violencia,1,1916
2025,Tamaulipas,Delitos Sexuales,0,1222
2025,Tamaulipas,Homicidio,1,752
2025,Tamaulipas,Narcomenudeo,1,470
2025,Tamaulipas,Extorsión,1,108
2025,Tamaulipas,Feminicidio,1,22
2025,Tamaulipas,Secuestro,1,8
2025,Tlaxcala,Otros Delitos Contra el Patrimonio,0,881
2025,Tlaxcala,Robo con violencia,1,563
2025,Tlaxcala,Otros Delitos,0,429
2025,Tlaxcala,Homicidio,1,102
2025,Tlaxcala,Narcomenudeo,1,102
2025,Tlaxcala,Violencia familiar,1,41
2025,Tlaxcala,Delitos Sexuales,0,29
2025,Tlaxcala,Extorsión,1,12
2025,Tlaxcala,Secuestro,1,10
2025,Tlaxcala,Feminicidio,1,7
2025,Veracruz de Ignacio de la Llave,Otros Delitos,0,23983
2025,Veracruz de Ignacio de la Llave,Otros Delitos Contra el Patrimonio,0,20046
2025,Veracruz de Ignacio de la Llave,Violencia familiar,1,9037
2025,Veracruz de Ignacio de la Llave,Robo con violencia,1,4484
2025,Veracruz de Ignacio de la Llave,Narcomenudeo,1,2118
2025,Veracruz de Ignacio de la Llave,Delitos Sexuales,0,1751
2025,Veracruz de Ignacio de la Llave,Homicidio,1,1543
2025,Veracruz de Ignacio de la Llave,Extorsión,1,662
2025,Veracruz de Ignacio de la Llave,Feminicidio,1,33
2025,Veracruz de Ignacio de la Llave,Secuestro,1,24
2025,Yucatán,Otros Delitos,0,1734
2025,Yucatán,Otros Delitos Contra el Patrimonio,0,1683
2025,Yucatán,Narcomenudeo,1,271
2025,Yucatán,Violencia familiar,1,251
2025,Yucatán,Delitos Sexuales,0,169
2025,Yucatán,Homicidio,1,156
2025,Yucatán,Robo con violencia,1,39
2025,Yucatán,Feminicidio,1,6
2025,Yucatán,Extorsión,1,2
2025,Yucatán,Secuestro,1,0
2025,Zacatecas,Otros Delitos Contra el Patrimonio,0,7371
2025,Zacatecas,Otros Delitos,0,7138
2025,Zacatecas,Violencia familiar,1,2911
2025,Zacatecas,Robo con violencia,1,1005
2025,Zacatecas,Delitos Sexuales,0,639
2025,Zacatecas,Narcomenudeo,1,473
2025,Zacatecas,Homicidio,1,428
2025,Zacatecas,Extorsión,1,54
2025,Zacatecas,Feminicidio,1,5
2025,Zacatecas,Secuestro,1,2
